name,performance_id,nation,program,judge,total_score,total_deductions,final_score
COOMES Penny / BUCKLAND Nicholas,4754ed4e3b,GBR,Ice Dance - Free Dance,J6,55.3,0,55.3
COOMES Penny / BUCKLAND Nicholas,4754ed4e3b,GBR,Ice Dance - Free Dance,J7,52.8,0,52.8
COOMES Penny / BUCKLAND Nicholas,4754ed4e3b,GBR,Ice Dance - Free Dance,J8,45.4,0,45.4
COOMES Penny / BUCKLAND Nicholas,4754ed4e3b,GBR,Ice Dance - Free Dance,J9,51.699999999999996,0,51.699999999999996
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J1,51.63,0,51.63
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J2,51.33,0,51.33
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J3,49.63,0,49.63
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J4,50.63,0,50.63
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J5,50.13,0,50.13
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J6,50.43,0,50.43
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J7,52.43,0,52.43
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J8,50.13,0,50.13
PAGANINI Alexia,479e7899ff,SUI,Ladies Single Skating - Free Skating,J9,51.33,0,51.33
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J1,27.439999999999998,0,27.439999999999998
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J2,28.34,0,28.34
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J3,28.14,0,28.14
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J4,26.939999999999998,0,26.939999999999998
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J5,28.84,0,28.84
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J6,26.439999999999998,0,26.439999999999998
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J7,29.84,0,29.84
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J8,30.14,0,30.14
MEITE Mae Berenice,47bc699254,FRA,Ladies Single Skating - Short Program,J9,28.84,0,28.84
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J1,85.13,0,85.13
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J2,90.23,0,90.23
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J3,89.13,0,89.13
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J4,90.03,0,90.03
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J5,81.53,0,81.53
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J6,81.53,0,81.53
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J7,90.43,0,90.43
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J8,84.23,0,84.23
RIPPON Adam,47f9e8d8ec,USA,Team Event - Men Single Skating Free Skating,J9,80.73,0,80.73
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J1,44.1,0,44.1
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J2,39.6,0,39.6
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J3,40.3,0,40.3
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J4,40.3,0,40.3
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J5,42.7,0,42.7
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J6,41.5,0,41.5
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J7,41.5,0,41.5
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J8,41.5,0,41.5
DUHAMEL Meagan / RADFORD Eric,48e7d087f1,CAN,Pair Skating - Short Program,J9,41,0,41
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J1,38,0,38
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J2,40.5,0,40.5
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J3,39.4,0,39.4
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J4,39.4,0,39.4
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J5,40.1,0,40.1
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J6,42.2,0,42.2
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J7,42.7,0,42.7
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J8,41,0,41
MARCHEI Valentina / HOTAREK Ondrej,499773cc7c,ITA,Pair Skating - Short Program,J9,38.2,0,38.2
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J1,31.77,0,31.77
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J2,32.77,0,32.77
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J3,35.17,0,35.17
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J4,33.77,0,33.77
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J5,32.07,0,32.07
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J6,33.97,0,33.97
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J7,32.97,0,32.97
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J8,35.17,0,35.17
CHEN Karen,4d70f21b9c,USA,Ladies Single Skating - Short Program,J9,33.97,0,33.97
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J1,30.9,0,30.9
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J2,32.699999999999996,0,32.699999999999996
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J3,31,0,31
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J4,32.099999999999994,0,32.099999999999994
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J5,29.9,0,29.9
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J6,30.4,0,30.4
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J7,31.599999999999998,0,31.599999999999998
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J8,32.699999999999996,0,32.699999999999996
LORENZ Kavita / POLIZOAKIS Joti,4dc236de09,GER,Ice Dance - Short Dance,J9,30.4,0,30.4
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J1,44.4,0,44.4
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J2,42.699999999999996,0,42.699999999999996
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J3,43.4,0,43.4
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J4,43.199999999999996,0,43.199999999999996
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J5,43.9,0,43.9
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J6,44.6,0,44.6
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J7,44.4,0,44.4
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J8,45.8,0,45.8
TARASOVA Evgenia / MOROZOV Vladimir,4de9f03c55,OAR,Pair Skating - Short Program,J9,43.9,0,43.9
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J1,80.42,0,80.42
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J2,75.22,0,75.22
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J3,80.92,0,80.92
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J4,72.82,0,72.82
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J5,78.52,0,78.52
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J6,71.62,0,71.62
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J7,76.12,0,76.12
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J8,77.02,0,77.02
OSMOND Kaetlyn,4f55daf22e,CAN,Ladies Single Skating - Free Skating,J9,76.11999999999999,0,76.11999999999999
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J1,48.150000000000006,0,48.150000000000006
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J2,48.650000000000006,0,48.650000000000006
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J3,52.35,0,52.35
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J4,46.550000000000004,0,46.550000000000004
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J5,49.85,0,49.85
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J6,48.150000000000006,0,48.150000000000006
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J7,46.35,0,46.35
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J8,46.25,0,46.25
ZHOU Vincent,52289b83a0,USA,Men Single Skating - Short Program,J9,49.150000000000006,0,49.150000000000006
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J1,63.42,0,63.42
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J2,63.42,0,63.42
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J3,65.82,0,65.82
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J4,63.42,0,63.42
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J5,66.82,0,66.82
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J6,68.72,0,68.72
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J7,65.12,0,65.12
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J8,66.32000000000001,0,66.32000000000001
SAKAMOTO Kaori,539ef08d12,JPN,Team Event - Ladies Single Skating Free Skating,J9,66.52,0,66.52
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J1,73.8,0,73.8
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J2,69.4,0,69.4
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J3,67.5,0,67.5
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J4,72.4,0,72.4
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J5,69.4,0,69.4
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J6,72.5,0,72.5
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J7,71.3,0,71.3
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J8,74.2,0,74.2
JAMES Vanessa / CIPRES Morgan,5458eddc1d,FRA,Pair Skating - Free Skating,J9,73.7,0,73.7
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J1,44.1,0,44.1
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J2,46.4,0,46.4
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J3,48.8,0,48.8
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J4,50,0,50
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J5,44.8,0,44.8
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J6,48.6,0,48.6
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J7,46.4,0,46.4
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J8,45.199999999999996,0,45.199999999999996
ZAGORSKI Tiffani / GUERREIRO Jonathan,55413f4bde,OAR,Ice Dance - Free Dance,J9,44.9,0,44.9
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J1,37.63,0,37.63
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J2,36.63,0,36.63
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J3,36.43,0,36.43
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J4,36.63,0,36.63
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J5,37.43,0,37.43
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J6,35.63,0,35.63
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J7,37.13,0,37.13
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J8,37.13,0,37.13
KOSTNER Carolina,55dd753f87,ITA,Team Event - Ladies Single Skating Short Program,J9,37.63,0,37.63
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J1,35.9,0,35.9
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J2,35.9,0,35.9
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J3,34.5,0,34.5
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J4,34.5,0,34.5
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J5,34.2,0,34.2
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J6,33.1,0,33.1
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J7,33.8,0,33.8
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J8,32.4,0,32.4
CONNERS Paige / KRASNOPOLSKI Evgeni,58e88a7ff2,ISR,Pair Skating - Short Program,J9,32.1,0,32.1
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J1,41.1,0,41.1
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J2,40.3,0,40.3
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J3,38.9,0,38.9
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J4,39.9,0,39.9
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J5,42.8,0,42.8
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J6,41.8,0,41.8
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J7,43,0,43
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J8,38.699999999999996,0,38.699999999999996
RIZZO Matteo,59cbcebdb7,ITA,Team Event - Men Single Skating Short Program,J9,38.8,0,38.8
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J1,25.83,0,25.83
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J2,27.03,0,27.03
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J3,26.53,0,26.53
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J4,25.83,0,25.83
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J5,26.33,0,26.33
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J6,25.03,0,25.03
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J7,28.53,0,28.53
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J8,26.53,0,26.53
NIKITINA Diana,5a55560911,LAT,Ladies Single Skating - Short Program,J9,26.33,0,26.33
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J1,28.099999999999998,-1,27.099999999999998
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J2,29.699999999999996,-1,28.699999999999996
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J3,26.9,-1,25.9
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J4,27.5,-1,26.5
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J5,30.9,-1,29.9
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J6,30.299999999999997,-1,29.299999999999997
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J7,29.799999999999997,-1,28.799999999999997
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J8,29.199999999999996,-1,28.199999999999996
WANG Shiyue / LIU Xinyu,5abdd13573,CHN,Ice Dance - Short Dance,J9,30.9,-1,29.9
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J1,68.2,0,68.2
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J2,66.3,0,66.3
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J3,69.6,0,69.6
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J4,68.4,0,68.4
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J5,72.4,0,72.4
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J6,71.9,0,71.9
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J7,70.8,0,70.8
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J8,73.4,0,73.4
"MOORE-TOWERS Kirsten / MARINARO
Michael",5b136379cd,CAN,Pair Skating - Free Skating,J9,71.2,0,71.2
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J1,68.98,0,68.98
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J2,65.58,0,65.58
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J3,68.08,0,68.08
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J4,67.78,0,67.78
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J5,65.08,0,65.08
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J6,64.58,0,64.58
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J7,68.28,0,68.28
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J8,67.08,0,67.08
FENTZ Paul,5c2bdc264f,GER,Men Single Skating - Free Skating,J9,69.98,0,69.98
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J1,42.13,0,42.13
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J2,44.13,0,44.13
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J3,46.83,0,46.83
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J4,45.13,0,45.13
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J5,42.63,0,42.63
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J6,46.13,0,46.13
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J7,42.33,0,42.33
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J8,42.13,0,42.13
BYCHENKO Alexei,5ddb2b59b8,ISR,Men Single Skating - Short Program,J9,41.43,0,41.43
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J1,46,-1,45
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J2,44.6,-1,43.6
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J3,49,-1,48
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J4,39.9,-1,38.9
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J5,40.5,-1,39.5
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J6,46.699999999999996,-1,45.699999999999996
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J7,45.3,-1,44.3
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J8,45.5,-1,44.5
MURAMOTO Kana / REED Chris,5e57bcfb0d,JPN,Team Event - Ice Dance Free Dance,J9,42.4,-1,41.4
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J1,36.46,0,36.46
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J2,36.46,0,36.46
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J3,36.46,0,36.46
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J4,35.76,0,35.76
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J5,35.06,0,35.06
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J6,39.36,0,39.36
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J7,38.16,0,38.16
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J8,36.96,0,36.96
CHOI Dabin,5f732330cd,KOR,Team Event - Ladies Single Skating Short Program,J9,37.96,0,37.96
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J1,94.16,0,94.16
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J2,87.76,0,87.76
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J3,87.86,0,87.86
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J4,90.56,0,90.56
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J5,88.36,0,88.36
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J6,86.66,0,86.66
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J7,88.56,0,88.56
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J8,87.56,0,87.56
BYCHENKO Alexei,5f7f8be6b0,ISR,Men Single Skating - Free Skating,J9,93.66,0,93.66
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J1,38.9,0,38.9
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J2,40.6,0,40.6
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J3,40.1,0,40.1
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J4,42.300000000000004,0,42.300000000000004
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J5,41.5,0,41.5
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J6,39.4,0,39.4
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J7,39.9,0,39.9
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J8,40.6,0,40.6
SAKAMOTO Kaori,5fee3c9e00,JPN,Ladies Single Skating - Short Program,J9,41.1,0,41.1
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J1,98.36,-2,96.36
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J2,91.46000000000001,-2,89.46000000000001
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J3,94.86,-2,92.86
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J4,92.06,-2,90.06
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J5,90.66,-2,88.66
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J6,92.56,-2,90.56
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J7,87.56,-2,85.56
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J8,87.26,-2,85.26
KOLYADA Mikhail,60fefd7044,OAR,Men Single Skating - Free Skating,J9,90.96,-2,88.96
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J1,86.01,0,86.01
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J2,82.91,0,82.91
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J3,80.31,0,80.31
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J4,78.91,0,78.91
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J5,83.11,0,83.11
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J6,82.91,0,82.91
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J7,81.01,0,81.01
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J8,84.31,0,84.31
ZAGITOVA Alina,61e3cfa1e0,OAR,Team Event - Ladies Single Skating Free Skating,J9,85.51,0,85.51
YU Xiaoyu / ZHANG Hao,62676c09e8,CHN,Team Event - Pair Skating Short Program,J1,37.699999999999996,-1,36.699999999999996
YU Xiaoyu / ZHANG Hao,62676c09e8,CHN,Team Event - Pair Skating Short Program,J2,35.8,-1,34.8
